Designator,Mid X,Mid Y,Rotation,Layer
C1,63.294146,-67.040152,90.0,top
C2,73.454146,-67.040152,90.0,top
C3,92.71,-62.23,-90.0,top
C4,92.71,-72.39,90.0,top
J1,56.0,-70.0,90.0,top
J2,100.0,-70.0,90.0,top
J3,72.39,-80.01,-90.0,top
L1,68.58,-68.58,0.0,top
R1,71.12,-76.2,0.0,top
U1,83.82,-68.58,-90.0,top
