Designator,Mid X,Mid Y,Rotation,Layer
C1,143.23,-109.855,0.0,top
J1,117.62,-95.25,90.0,top
J2,174.48,-95.25,270.0,top
J3,149.865,-114.3,180.0,top
R1,142.595,-113.665,0.0,top
R2,142.595,-117.475,0.0,top
TR1,145.716,-95.4875,0.0,top
