Designator,Mid X,Mid Y,Rotation,Layer
FID1,65.5,-80.0,0.0,bottom
FID2,127.5,-122.0,0.0,bottom
FID3,69.75,-79.25,0.0,top
FID4,123.0,-124.0,0.0,top
J1,62.0,-93.0,270.0,top
J2,138.0,-93.0,90.0,top
J5,100.0,-63.71,180.0,top
R1,75.75,-84.0,90.0,top
R2,78.25,-84.0,90.0,top
R4,80.25,-84.0,270.0,top
R5,87.0,-81.25,180.0,top
R6,95.0,-81.25,180.0,top
R7,103.0,-81.25,180.0,top
R8,111.0,-81.25,180.0,top
R9,142.0,-103.0,0.0,top
