Designator,Mid X,Mid Y,Rotation,Layer
J4,146.72,-86.42,270.0,top
J5,100.0,-63.71,180.0,top
R1,100.0,-90.0,0.0,top
R2,100.0,-95.0,0.0,top
R3,100.0,-100.0,0.0,top
R4,100.0,-105.0,0.0,top
R6,96.25,-77.75,0.0,top
R7,96.25,-80.25,180.0,top
R8,96.3,-82.75,180.0,top
